business_id,user_id,stars
CodoVn98WzIP2_NC18NuCw,82vSXGC55BOPssPCs5ea4w,3.0
CodoVn98WzIP2_NC18NuCw,85Jq6l707HWj2XpFw7qPGg,4.0
CodoVn98WzIP2_NC18NuCw,CxDOIDnH8gp9KXzpBHJYXw,2.0
CodoVn98WzIP2_NC18NuCw,DRDjrfODfL0a1E_NB6YKAw,4.0
CodoVn98WzIP2_NC18NuCw,EPsWdQzalccFouFC4NDVeA,4.0
CodoVn98WzIP2_NC18NuCw,FuW1EwnbQoHyDMeOGrljsg,3.0
CodoVn98WzIP2_NC18NuCw,MLWHQgwPKZXdU5XkxF0ZIQ,1.0
CodoVn98WzIP2_NC18NuCw,NrnaYqXZsWzO1maOiwurhQ,5.0
CodoVn98WzIP2_NC18NuCw,T-4jMCwgOr2Gi22tHPTJyQ,4.0
CodoVn98WzIP2_NC18NuCw,U95wccXN_J8JwA5Ktlu8tw,4.0
CodoVn98WzIP2_NC18NuCw,UDFIZXP0kOb2xKoYToTS6w,3.0
CodoVn98WzIP2_NC18NuCw,V2TFGL7rQPY146CX0zqV7A,3.0
CodoVn98WzIP2_NC18NuCw,VXbi8ndacawnd6kidQF8dw,3.0
CodoVn98WzIP2_NC18NuCw,ZD76B53WiEdv3g2lNgTbNg,4.0
CodoVn98WzIP2_NC18NuCw,j_BK4uDg3b1qCAMuNt3rgw,2.0
CodoVn98WzIP2_NC18NuCw,jwBm39I1a-A_jvJeZR-_EA,4.0
CodoVn98WzIP2_NC18NuCw,pEzb9RfmnD2zn5wUPpdmzg,3.0
CodoVn98WzIP2_NC18NuCw,qKpkRCPk4ycbllTfFcRbNw,3.0
CodoVn98WzIP2_NC18NuCw,sFJjEc7ytSUV28Y7PpdMjQ,4.0
CodoVn98WzIP2_NC18NuCw,zfOhqMhgOoSBNlpFy9ErVA,3.0
G7sVtpD6aqpuUB4F3LEG_w,2cYzMUmMqrGmj4w6UjgfBQ,2.0
G7sVtpD6aqpuUB4F3LEG_w,5AonrtMAU7oJmx4WgjOq1w,5.0
G7sVtpD6aqpuUB4F3LEG_w,6GN1-lN562HbUOBN51AeYQ,4.0
G7sVtpD6aqpuUB4F3LEG_w,7eHfZUHxun1Al3W2lEAc1g,3.0
G7sVtpD6aqpuUB4F3LEG_w,9MD2Ry2jQ08z1_4VKpEmfQ,5.0
G7sVtpD6aqpuUB4F3LEG_w,9xM8upr_n9jchUDKxqSGHw,4.0
G7sVtpD6aqpuUB4F3LEG_w,A1inI4HGrKaHA640dybraA,3.0
G7sVtpD6aqpuUB4F3LEG_w,A1inI4HGrKaHA640dybraA,4.0
G7sVtpD6aqpuUB4F3LEG_w,BFiugNKmIQ764j35aBAusA,5.0
G7sVtpD6aqpuUB4F3LEG_w,CebjpVd3PsofCgotWp60pg,4.0
G7sVtpD6aqpuUB4F3LEG_w,CgWWnLS1JuY-IFlULUVowQ,5.0
G7sVtpD6aqpuUB4F3LEG_w,DVnDB6C2m5xqEFnjfwCdDA,4.0
G7sVtpD6aqpuUB4F3LEG_w,Hd7ed-x0Jy9xOzbEBO02RQ,4.0
G7sVtpD6aqpuUB4F3LEG_w,La1ggB37gvq6UWpEWaMtMA,4.0
G7sVtpD6aqpuUB4F3LEG_w,NlFvqIZkPvCncBTCy-sRZQ,4.0
G7sVtpD6aqpuUB4F3LEG_w,P2rc3_SgodLZUSJMqBMlvQ,3.0
G7sVtpD6aqpuUB4F3LEG_w,PV0Rp_Qh1YCIP0192e4ewg,4.0
G7sVtpD6aqpuUB4F3LEG_w,Scn5jjBE8EjoFGbDrME_fw,5.0
G7sVtpD6aqpuUB4F3LEG_w,StmyMWkuFFafA2gIknZwCQ,4.0
G7sVtpD6aqpuUB4F3LEG_w,SuDuw7sUjLFloVOg6HCqLw,4.0
G7sVtpD6aqpuUB4F3LEG_w,UDFIZXP0kOb2xKoYToTS6w,3.0
G7sVtpD6aqpuUB4F3LEG_w,VXbi8ndacawnd6kidQF8dw,4.0
G7sVtpD6aqpuUB4F3LEG_w,WIDGcVvvuFQUA2FT3uc8rw,4.0
G7sVtpD6aqpuUB4F3LEG_w,XOgqs74hkbXT54mSp7JMRA,5.0
G7sVtpD6aqpuUB4F3LEG_w,YcF7AgUQEIAwgnBm1V4nUQ,5.0
G7sVtpD6aqpuUB4F3LEG_w,Yn-ODU13uFNO_p0HZWZuXg,2.0
G7sVtpD6aqpuUB4F3LEG_w,_p5VgzWIQiH2PmpG88-A1g,4.0
G7sVtpD6aqpuUB4F3LEG_w,a5iX0JQhnyFoAVipBh-Cag,5.0
G7sVtpD6aqpuUB4F3LEG_w,aU6Mq536aI1r_BunJE-V2w,5.0
G7sVtpD6aqpuUB4F3LEG_w,edEre9EWCMj57lTkvZOLDQ,5.0
G7sVtpD6aqpuUB4F3LEG_w,edEre9EWCMj57lTkvZOLDQ,5.0
G7sVtpD6aqpuUB4F3LEG_w,fmDY7nWjYpFbl_UBUZ7K8w,5.0
G7sVtpD6aqpuUB4F3LEG_w,jVYzrVblDFSuL3GHtt8ZSA,4.0
G7sVtpD6aqpuUB4F3LEG_w,k7rXRNP6bQPl3Z2sqqRyZQ,3.0
G7sVtpD6aqpuUB4F3LEG_w,lkfO4xB_V34d1j91Go3dtw,4.0
G7sVtpD6aqpuUB4F3LEG_w,nxc9rWQqaKJ6Es7eC69Xdg,5.0
G7sVtpD6aqpuUB4F3LEG_w,pY17vsWJh2IJQ1h9GwAsdg,4.0
G7sVtpD6aqpuUB4F3LEG_w,q1Ib3oWMJ00p4XJbfoQxvg,3.0
G7sVtpD6aqpuUB4F3LEG_w,qKpkRCPk4ycbllTfFcRbNw,4.0
G7sVtpD6aqpuUB4F3LEG_w,rFUE7QepJaxOpQsb40c9hw,4.0
G7sVtpD6aqpuUB4F3LEG_w,rXKjMIo0jVFmUfaqCqDs0Q,4.0
G7sVtpD6aqpuUB4F3LEG_w,rjhqh2eZpvl5uXZczsRtCw,4.0
G7sVtpD6aqpuUB4F3LEG_w,sDiiBvtwbwzTqEozByzaAQ,5.0
G7sVtpD6aqpuUB4F3LEG_w,u2LFb_k9lV1YDQxjubHbVw,2.0
G7sVtpD6aqpuUB4F3LEG_w,ujOwZo999jM6bhkSXOX61w,3.0
G7sVtpD6aqpuUB4F3LEG_w,vWWas7IVzjGwLw6TyD2ikQ,5.0
G7sVtpD6aqpuUB4F3LEG_w,vz4niiX2FnOfFTQMaHtn9Q,4.0
G7sVtpD6aqpuUB4F3LEG_w,wlnPJ6FIPtpsZO6DDPC3kw,5.0
G7sVtpD6aqpuUB4F3LEG_w,x7pKP6YHvSUbm7FMnVRO1g,5.0
9ELnhtgMF8_h8Zky4A7BSA,5G1LLdZNxwswR1TjMfiMig,4.0
9ELnhtgMF8_h8Zky4A7BSA,RpG_9KuJKrvwymua9L8VuQ,2.0
9ELnhtgMF8_h8Zky4A7BSA,Zoec9wehLFa8CV1JnCCVug,4.0
BkIZ8UDA23qxnp_kR1Sv8Q,-Bg88Syg4NDNeprpFXBhFA,4.0
BkIZ8UDA23qxnp_kR1Sv8Q,-Zn4XyW8IHDt0mwL9YK-fA,3.0
BkIZ8UDA23qxnp_kR1Sv8Q,03bowRxuOy6g8KdNx3ogHA,4.0
BkIZ8UDA23qxnp_kR1Sv8Q,0b6EVoYxrt1U9U00kf5uig,5.0
BkIZ8UDA23qxnp_kR1Sv8Q,1Bljt-GngRP4XxkQFLnHHQ,1.0
BkIZ8UDA23qxnp_kR1Sv8Q,1G0fw7ywVlg3TS9MIWpyUw,4.0
BkIZ8UDA23qxnp_kR1Sv8Q,1V7883W5i_F3mptabTXFIw,2.0
BkIZ8UDA23qxnp_kR1Sv8Q,1fNQRju9gmoCEvbPQBSo7w,3.0
BkIZ8UDA23qxnp_kR1Sv8Q,2LptcvhkcFyNXT_NZDPpaQ,4.0
BkIZ8UDA23qxnp_kR1Sv8Q,2LptcvhkcFyNXT_NZDPpaQ,3.0
BkIZ8UDA23qxnp_kR1Sv8Q,2ZfhOYE8NKSxv8bXG5lDnQ,5.0
BkIZ8UDA23qxnp_kR1Sv8Q,2f0z22RLYES9HpR4gp6lhw,3.0
BkIZ8UDA23qxnp_kR1Sv8Q,3ef9du3AsQtCwK1Z_CuLpg,3.0
BkIZ8UDA23qxnp_kR1Sv8Q,3i-4rUOWhTqZW2NqExY7cQ,1.0
BkIZ8UDA23qxnp_kR1Sv8Q,3shnYp5XKNIAwFF_rq9QPQ,3.0
BkIZ8UDA23qxnp_kR1Sv8Q,4s_ZvmdpimzjhGRPPBNyaA,4.0
BkIZ8UDA23qxnp_kR1Sv8Q,5G8g4K9Xz_BLsseTEz42kA,5.0
BkIZ8UDA23qxnp_kR1Sv8Q,5hJR7ljJbhFgOaLi8iz5pQ,4.0
BkIZ8UDA23qxnp_kR1Sv8Q,5qo7WJvtOnVGv3p-RQ2KiA,3.0
BkIZ8UDA23qxnp_kR1Sv8Q,6M-818lzTozZomJDYwdmbQ,5.0
BkIZ8UDA23qxnp_kR1Sv8Q,6MM9Yqn7UBM8tmpSHQHAAg,3.0
BkIZ8UDA23qxnp_kR1Sv8Q,6UDQUMQQssvYZKO3x_A-zw,5.0
BkIZ8UDA23qxnp_kR1Sv8Q,7y7zD8-ktgj2faQ3ZLHnnQ,5.0
BkIZ8UDA23qxnp_kR1Sv8Q,7y7zD8-ktgj2faQ3ZLHnnQ,5.0
BkIZ8UDA23qxnp_kR1Sv8Q,8K3x5qbBKERLcvwTXC7x9A,4.0
BkIZ8UDA23qxnp_kR1Sv8Q,8TQ4QWrbS6nKvQAjvQMbug,3.0
BkIZ8UDA23qxnp_kR1Sv8Q,8o5YaBnbnTJfjc7wpsiGUw,4.0
BkIZ8UDA23qxnp_kR1Sv8Q,941m7FFFBeoCRLXJZxflzw,4.0
BkIZ8UDA23qxnp_kR1Sv8Q,9MD2Ry2jQ08z1_4VKpEmfQ,4.0
BkIZ8UDA23qxnp_kR1Sv8Q,9OreoZMQ4cd_K4s-fiGUmw,3.0
BkIZ8UDA23qxnp_kR1Sv8Q,9UBk8Tpl7RwfyjB2toMBaA,4.0
BkIZ8UDA23qxnp_kR1Sv8Q,9nVrOmQVKBLsHFNUzCIvoA,3.0
BkIZ8UDA23qxnp_kR1Sv8Q,AZ6_DdWKH22jauCI6IlnDQ,4.0
BkIZ8UDA23qxnp_kR1Sv8Q,B41w9LUYQHbkTjFRfpHEjA,4.0
BkIZ8UDA23qxnp_kR1Sv8Q,BJFgnKzaDSX7KOBxDDBi0g,5.0
BkIZ8UDA23qxnp_kR1Sv8Q,BY6qMxZqztfyFoW6zdCbpA,3.0
BkIZ8UDA23qxnp_kR1Sv8Q,Bmq3J4jFP_j3PCvlkN6Rig,5.0
BkIZ8UDA23qxnp_kR1Sv8Q,BytRWk8X1OelSgwwfXd8Aw,3.0
BkIZ8UDA23qxnp_kR1Sv8Q,CcyRFd9Pb5nawM8T2dMKKA,3.0
BkIZ8UDA23qxnp_kR1Sv8Q,CqaIzLiWaa-lMFYBAsYQxw,4.0
BkIZ8UDA23qxnp_kR1Sv8Q,D2d7s-UGkDfjTEjkViTNxQ,3.0
BkIZ8UDA23qxnp_kR1Sv8Q,E0rKCurqwmTbZ3M08w-O_A,4.0
BkIZ8UDA23qxnp_kR1Sv8Q,EBqOfSAvI1giMy1cc1Lwnw,5.0
BkIZ8UDA23qxnp_kR1Sv8Q,EM7GeJPO0f7Lrq4HXotECA,5.0
BkIZ8UDA23qxnp_kR1Sv8Q,Ex-QoUxevVpBPsovXWb8cw,2.0
BkIZ8UDA23qxnp_kR1Sv8Q,FRRtwPZQ_0j5I8McJXMfIA,4.0
BkIZ8UDA23qxnp_kR1Sv8Q,FkGn7ZgSmCNEiQ_spERBWw,5.0
BkIZ8UDA23qxnp_kR1Sv8Q,Fp3N7JmHbp3DVKKUjhMRGA,5.0
BkIZ8UDA23qxnp_kR1Sv8Q,GMGL8uAIQncWfi7aSsA16Q,4.0
BkIZ8UDA23qxnp_kR1Sv8Q,GkknLAqmDQfMPXVafM6VWg,3.0
BkIZ8UDA23qxnp_kR1Sv8Q,HK5MWberqLS3E_8AXpwH5g,5.0
BkIZ8UDA23qxnp_kR1Sv8Q,HSFAEPZrpeGJHcU-T2kwZQ,4.0
BkIZ8UDA23qxnp_kR1Sv8Q,HSMzwZ3FbuQ1aLECOv8FtQ,5.0
BkIZ8UDA23qxnp_kR1Sv8Q,HksMj2RBkQmaDTLaYML3BQ,4.0
BkIZ8UDA23qxnp_kR1Sv8Q,IVEeHG_2DDgMGvPdgsmWrw,5.0
BkIZ8UDA23qxnp_kR1Sv8Q,IXknrPWlZ7OrkxZzZp1F6w,4.0
BkIZ8UDA23qxnp_kR1Sv8Q,JM_JfYRtTIBc42zHSRgsrA,3.0
BkIZ8UDA23qxnp_kR1Sv8Q,JRsH2jQg9F1Dtib3Zf_PRw,5.0
BkIZ8UDA23qxnp_kR1Sv8Q,JU7EeWkDWc2d01YwyHq6DQ,5.0
BkIZ8UDA23qxnp_kR1Sv8Q,KNRwbAKYzHXjaWGQJc_pTg,2.0
BkIZ8UDA23qxnp_kR1Sv8Q,KeYB7tU5F5PFb7X1QoWJ6Q,5.0
BkIZ8UDA23qxnp_kR1Sv8Q,KsqyjtRMvfBZaUXvv8Qh7g,5.0
BkIZ8UDA23qxnp_kR1Sv8Q,L9SAAiRbS61UcvUWmxNJag,1.0
BkIZ8UDA23qxnp_kR1Sv8Q,Mb-LDBHBVIS1k8nsQJsOvA,4.0
BkIZ8UDA23qxnp_kR1Sv8Q,Mz7J88FvXDEAN69Lfz2ySg,4.0
BkIZ8UDA23qxnp_kR1Sv8Q,NLX7OC9XpCSzlOBMG_lmeQ,4.0
BkIZ8UDA23qxnp_kR1Sv8Q,OAWcvORMzQgjHe4JcC4mlA,5.0
BkIZ8UDA23qxnp_kR1Sv8Q,OPtv-lFAgcddoUuHCcTHUQ,4.0
BkIZ8UDA23qxnp_kR1Sv8Q,OQ3OO4C8HxDOruIb7RHbaw,5.0
BkIZ8UDA23qxnp_kR1Sv8Q,Oavbr8dUe96Ap75kSwHhww,2.0
BkIZ8UDA23qxnp_kR1Sv8Q,OmooyMuY7DKVFJ7i36Ik1w,4.0
BkIZ8UDA23qxnp_kR1Sv8Q,P7YuMh74-I2cDq7oU8frww,4.0
BkIZ8UDA23qxnp_kR1Sv8Q,PRYH8JFf2_v2QQO0y4SGog,4.0
BkIZ8UDA23qxnp_kR1Sv8Q,PgadakBbUXzWD2lVwP2TYQ,5.0
BkIZ8UDA23qxnp_kR1Sv8Q,Pr-JIpC1L08QtfXWM_XdLw,3.0
BkIZ8UDA23qxnp_kR1Sv8Q,PsH6PQO93Rk5E8T22oEiwA,3.0
BkIZ8UDA23qxnp_kR1Sv8Q,PzG8v4Gp7--x_AHl8mE9hw,5.0
BkIZ8UDA23qxnp_kR1Sv8Q,QLpgnKJi-rDTURSWgTy34w,3.0
BkIZ8UDA23qxnp_kR1Sv8Q,QRIzeHyThRsY6_N7r4A4tw,4.0
BkIZ8UDA23qxnp_kR1Sv8Q,RRJBBsdINOnAeplLOg6OVA,4.0
BkIZ8UDA23qxnp_kR1Sv8Q,SXeMGP5lNgc03z7cl9Xihg,3.0
BkIZ8UDA23qxnp_kR1Sv8Q,StP93sGeoM7vt5K5-vlUEw,3.0
BkIZ8UDA23qxnp_kR1Sv8Q,T9qlXCOZZ38CD8MhmqHONw,4.0
BkIZ8UDA23qxnp_kR1Sv8Q,TKFgHlGjmgYqZNsibZyjBA,4.0
BkIZ8UDA23qxnp_kR1Sv8Q,UH6RCH9K1o2VW3CU8PY5iQ,4.0
BkIZ8UDA23qxnp_kR1Sv8Q,Ung-AIV9ox6wSlg_rJuTdQ,4.0
BkIZ8UDA23qxnp_kR1Sv8Q,Uw6FgYLMtDubQqjUzp7ZqQ,5.0
BkIZ8UDA23qxnp_kR1Sv8Q,VJbfGhWRCPMZU-vBmZhlIw,4.0
BkIZ8UDA23qxnp_kR1Sv8Q,VSML1Deztj8triZqRedV3g,4.0
BkIZ8UDA23qxnp_kR1Sv8Q,VeYm7sz3HKEYlS_h9BbdfQ,4.0
BkIZ8UDA23qxnp_kR1Sv8Q,WX6Xv1uhnOSAZT2GWJvD8w,2.0
BkIZ8UDA23qxnp_kR1Sv8Q,W_CkghBYSgJIJYi44GBTPA,5.0
BkIZ8UDA23qxnp_kR1Sv8Q,X8MT6eCXGJNIz2H6rLY2Gw,4.0
BkIZ8UDA23qxnp_kR1Sv8Q,XPi9NamWW6pwVBJs0ANByA,5.0
BkIZ8UDA23qxnp_kR1Sv8Q,Xp3v0cKJRS9dY5wbBVMEtw,5.0
BkIZ8UDA23qxnp_kR1Sv8Q,Y1zlQuRT31BH-p38U59ZVw,2.0
BkIZ8UDA23qxnp_kR1Sv8Q,Ywy8CFaskRRoX4R9N92DgA,4.0
BkIZ8UDA23qxnp_kR1Sv8Q,ZEaXcUg3TgKrfW-dgKG-uA,4.0
BkIZ8UDA23qxnp_kR1Sv8Q,ZX0gjSFgguZcX8QK-uIcJw,4.0
BkIZ8UDA23qxnp_kR1Sv8Q,_2HKel46y9Kp5apaan5vFg,4.0
BkIZ8UDA23qxnp_kR1Sv8Q,aNS_fOw7jMRpPOoJhDTRgg,5.0
BkIZ8UDA23qxnp_kR1Sv8Q,bCC9m7vuNKISQ-ckJ98fJQ,4.0
BkIZ8UDA23qxnp_kR1Sv8Q,bCTYk3wS06a-I6l0uocw5A,5.0
BkIZ8UDA23qxnp_kR1Sv8Q,bTRFge5pRWMh7IoCLn7lBw,4.0
BkIZ8UDA23qxnp_kR1Sv8Q,bcalCCwEIM3FVhx7amRawQ,3.0
BkIZ8UDA23qxnp_kR1Sv8Q,cm6ctpCg3JKUUqV95YCwjw,2.0
BkIZ8UDA23qxnp_kR1Sv8Q,e84E7_CDp4j6F87AOJOI8w,4.0
BkIZ8UDA23qxnp_kR1Sv8Q,eL8VdX4tyDr5zHWSahbtuQ,3.0
BkIZ8UDA23qxnp_kR1Sv8Q,edYCcNTj20sTJ3-UD2Nisg,4.0
BkIZ8UDA23qxnp_kR1Sv8Q,g_OACKYXoP_wDIvqXAoTSA,4.0
BkIZ8UDA23qxnp_kR1Sv8Q,hBADi4exXG7eTd90WKwQjw,5.0
BkIZ8UDA23qxnp_kR1Sv8Q,hWDybu_KvYLSdEFzGrniTw,4.0
BkIZ8UDA23qxnp_kR1Sv8Q,hnPTPyh6wNfZe1GxOm21Gg,5.0
BkIZ8UDA23qxnp_kR1Sv8Q,hq3Q-e-J-80OwL62uDtfDg,5.0
BkIZ8UDA23qxnp_kR1Sv8Q,izabjLosXTh94TVG48aD6w,5.0
BkIZ8UDA23qxnp_kR1Sv8Q,jVRSf5Bd6VGQzdbXNHqurA,4.0
BkIZ8UDA23qxnp_kR1Sv8Q,jZ1DWxxF9BAm2-gOtTvTyw,2.0
BkIZ8UDA23qxnp_kR1Sv8Q,jd-cqkO-nLwXZ1cw6pbbsw,3.0
BkIZ8UDA23qxnp_kR1Sv8Q,jxvQGwBdy7Gx70dlRnDb4g,5.0
BkIZ8UDA23qxnp_kR1Sv8Q,lj7oQtEcU13VFxzsQ0GyKg,4.0
BkIZ8UDA23qxnp_kR1Sv8Q,llprNXhSlYa-gYyC0fo62w,4.0
BkIZ8UDA23qxnp_kR1Sv8Q,lmg5GnxN6iRqBHaR39CzWw,4.0
BkIZ8UDA23qxnp_kR1Sv8Q,lr0b-Zqgz1dmPiViSuyZsg,4.0
BkIZ8UDA23qxnp_kR1Sv8Q,lyANEr89HS9Kxgmom7aipQ,4.0
BkIZ8UDA23qxnp_kR1Sv8Q,m5b84-nPPVNLlDtZyVGZ3w,4.0
BkIZ8UDA23qxnp_kR1Sv8Q,mo2wsDKfkFxD6ExDdRVw5A,5.0
BkIZ8UDA23qxnp_kR1Sv8Q,n2XK6_pIDCW2R9MjtAzLOQ,5.0
BkIZ8UDA23qxnp_kR1Sv8Q,nCLpBlWeSTdPQcCbe5e19g,5.0
BkIZ8UDA23qxnp_kR1Sv8Q,oJ5bS3t6V9FDkVlaSeNsTw,2.0
BkIZ8UDA23qxnp_kR1Sv8Q,oZdcnDmyIPPyue-Ts7NqHw,4.0
BkIZ8UDA23qxnp_kR1Sv8Q,od2OhhWV1Gc47qM19yqMSQ,3.0
BkIZ8UDA23qxnp_kR1Sv8Q,oemJCzU_YDI4Mo6cTde7YA,5.0
BkIZ8UDA23qxnp_kR1Sv8Q,oiedlfqLMq5cFY_ov9eTZA,5.0
BkIZ8UDA23qxnp_kR1Sv8Q,pBDVzLwT3iPZfSKdlBCong,5.0
BkIZ8UDA23qxnp_kR1Sv8Q,ppUS3G3bVNNqvjAKsi1BbA,3.0
BkIZ8UDA23qxnp_kR1Sv8Q,pzBCOe1tQVaIjG5Qaw44kw,3.0
BkIZ8UDA23qxnp_kR1Sv8Q,qGUUgvBwc3x144FWYCUEkQ,5.0
BkIZ8UDA23qxnp_kR1Sv8Q,qchG_D9WRalWPo1TeZHkQA,4.0
BkIZ8UDA23qxnp_kR1Sv8Q,qnoT0ceBFvLyv7OEks64BQ,5.0
BkIZ8UDA23qxnp_kR1Sv8Q,rLsbZuYt18_81acvW7i4mw,5.0
BkIZ8UDA23qxnp_kR1Sv8Q,rQIkcISH0_GLVlS8tLHCSw,3.0
BkIZ8UDA23qxnp_kR1Sv8Q,reJ7c2yq3f8dODMslzODUQ,4.0
BkIZ8UDA23qxnp_kR1Sv8Q,sVA36kQNKIAdG3pMYsqHxw,2.0
BkIZ8UDA23qxnp_kR1Sv8Q,sgr32FskDKPP_NfKGnjyuQ,5.0
BkIZ8UDA23qxnp_kR1Sv8Q,t3_xTAWRdyx-9wbzupqMCQ,5.0
BkIZ8UDA23qxnp_kR1Sv8Q,tMGYkrLrOF68MTPLdHgnLQ,3.0
BkIZ8UDA23qxnp_kR1Sv8Q,uPxzE3gfpVqUD4hCrFua2w,5.0
BkIZ8UDA23qxnp_kR1Sv8Q,uPxzE3gfpVqUD4hCrFua2w,5.0
BkIZ8UDA23qxnp_kR1Sv8Q,umsEBA3Rj7Pc-v7--hqEgw,5.0
BkIZ8UDA23qxnp_kR1Sv8Q,uw4hqYj64A-vHmxltwJ6cA,4.0
BkIZ8UDA23qxnp_kR1Sv8Q,v6U2D9uDut8Mt7ZtoUhErA,3.0
BkIZ8UDA23qxnp_kR1Sv8Q,vHg6Xw1u-t2LUuyAs3Tf4A,5.0
BkIZ8UDA23qxnp_kR1Sv8Q,vQDjwL_8y0c_QGtJf52BWQ,5.0
BkIZ8UDA23qxnp_kR1Sv8Q,vj-gGhmf8zw4FJiJ4oWGjQ,4.0
BkIZ8UDA23qxnp_kR1Sv8Q,wce0tudXf9BCeWhQRr0TiA,2.0
BkIZ8UDA23qxnp_kR1Sv8Q,wtIs0SMg5Ckkj4eolLnf_A,5.0
BkIZ8UDA23qxnp_kR1Sv8Q,x8oyR5wzR0BvpGTS9xV9Yg,1.0
BkIZ8UDA23qxnp_kR1Sv8Q,xnLliq9Majlk9i0Orf7Iig,4.0
BkIZ8UDA23qxnp_kR1Sv8Q,y0X1d5OicyX7QFEFUBMg1Q,3.0
